Set,Time,antennaSTR,clientRSSI,bssidRSSI,bssidArray,clientArray
6051,33329.32282495499,4,-37
6051,33330.30680513382,7,-37
6051,33332.520517110825,20,-36
6052,33334.350788116455,4,-36
6052,33337.346182107925,7,-36
6052,33339.526783943176,20,-36
6053,33340.5187830925,4,-36
6053,33342.326797008514,7,-36
6053,33343.306769132614,20,-36
6054,33345.52687597275,4,-36
6054,33346.51290893555,7,-40
6054,33350.306816101074,20,-36
6055,33352.51031804085,4,-36
6055,33353.49478292465,7,-37
6055,33355.26299405098,20,-36
6056,33356.27480792999,4,-36
6056,33358.48682308197,7,-36
6056,33361.47081398964,20,-36
6057,33362.44284296036,4,-36
6057,33363.44730305672,7,-36
6057,33365.25964808464,20,-37
6058,33366.26681804657,4,-36
6058,33368.451982975006,7,-36
6058,33371.455646038055,20,-36
6059,33372.49407196045,4,-36
6059,33374.286772966385,7,-36
6059,33375.290277957916,20,-36
6060,33377.48789310455,4,-36
6060,33378.49084711075,7,-36
6060,33379.465270996094,20,-36
6061,33381.26678991318,4,-36
6061,33382.26676106453,7,-36
6061,33384.47175693512,20,-36
6062,33385.46704292297,4,-36
6062,33387.238767147064,7,-36
6062,33388.230790138245,20,-36
6063,33390.430758953094,4,-36
6063,33391.42676115036,7,-36
6063,33393.23227405548,20,-37
6064,33394.24496102333,4,-36
6064,33395.269115924835,7,-36
6064,33397.454854011536,20,-36
6065,33400.438754081726,4,-36
6065,33401.46277594566,7,-36
6065,33403.20677113533,20,-36
6066,33404.21095204353,4,-36
6066,33406.40285396576,7,-36
6066,33409.39545202255,20,-1
6067,33416.39880108833,4,-36
6067,33417.39723992348,7,-36
6067,33422.386791944504,20,-37
6068,33426.57486414909,4,-36
6068,33427.56503391266,7,-36
6068,33430.55076408386,20,-36
6069,33432.37084913254,4,-25
6069,33433.354768037796,7,-37
6069,33435.55959606171,20,-36
6070,33436.19504094124,4,-36
6070,33438.36279010773,7,-37
6070,33439.354826927185,20,-36
6071,33440.32443404198,4,-36
6071,33442.51483607292,7,-36
6071,33443.50155591965,20,-36
6072,33445.28280901909,4,-36
6072,33448.27503299713,7,-36
6072,33449.26487803459,20,-36
6073,33452.25485801697,4,-36
6073,33455.23465514183,7,-36
6073,33456.2181289196,20,-37
6074,33458.42286205292,4,-36
6074,33461.428487062454,7,-36
6074,33462.410751104355,20,-37
6075,33464.2267241478,4,-37
6075,33465.202786922455,7,-36
6075,33467.386275053024,20,-36
6076,33468.37871813774,4,-36
6076,33470.178940057755,7,-36
6076,33471.569023132324,20,-36
6077,33472.17216992378,4,-40
6077,33473.16882109642,7,-40
6077,33478.17430496216,20,-36
6078,33480.37486100197,4,-36
6078,33481.40573501587,7,-36
6078,33484.39076805115,20,-35
6079,33485.39723801613,4,-35
6079,33487.17875504494,7,-35
6079,33488.566766023636,20,-35
6080,33491.17082595825,4,-35
6080,33493.389878988266,7,-35
6080,33494.38281393051,20,-35
6081,33496.18276000023,4,-35
6081,33499.17920303345,7,-36
6081,33500.18286204338,20,-35
6082,33501.19512104988,4,-35
6082,33503.399936914444,7,-35
6082,33506.394563913345,20,-35
6083,33507.41504907608,4,-35
6083,33509.60278606415,7,-35
6083,33510.59862494469,20,-35
6084,33512.3870139122,4,-35
6084,33515.395096063614,7,-35
6084,33516.4027569294,20,-35
6085,33517.44679093361,4,-35
6085,33519.22675895691,7,-35
6085,33522.270833969116,20,-35
6086,33523.25882792473,4,-35
6086,33525.42774105072,7,-35
6086,33529.222803115845,20,-35
6087,33531.42418909073,4,-35
6087,33532.44437813759,7,-35
6087,33533.40304994583,20,-35
6088,33535.2028400898,4,-40
6088,33541.43068599701,7,-36
6088,33542.41495704651,20,-36
6089,33544.216489076614,4,-36
6089,33545.214848041534,7,-36
6089,33546.598757982254,20,-36
6090,33548.39883208275,4,-36
6090,33549.3906481266,7,-36
6090,33551.1747610569,20,-36
6091,33552.17884206772,4,-36
6091,33557.55883908272,7,-36
6091,33558.155254125595,20,-36
6092,33562.35878801346,4,-36
6092,33565.35481095314,7,-36
6092,33567.138770103455,20,-36
6093,33570.15858602524,4,-36
6093,33571.54276394844,7,-36
6093,33573.34211206436,20,-35
6094,33574.33968114853,4,-35
6094,33576.53491997719,7,-35
6094,33580.32203102112,20,-35
6095,33581.29879593849,4,-35
6095,33584.29453206062,7,-35
6095,33586.456138134,20,-35
6096,33589.4707570076,4,-35
6096,33590.47075796127,7,-35
6096,33592.25576996803,20,-35
6097,33594.458804130554,4,-35
6097,33596.23549699783,7,-35
6097,33597.22285914421,20,-35
6098,33605.45758700371,4,-35
6098,33606.422786951065,7,-35
6098,33608.61243200302,20,-35
6099,33610.427787065506,4,-35
6099,33612.22262096405,7,-35
6099,33613.210850954056,20,-35
6100,33615.4031329155,4,-35
6100,33616.4025990963,7,-35
6100,33618.60722613335,20,-35
6101,33621.32270503044,4,-35
6101,33623.52220106125,7,-36
6101,33625.32200598717,20,-36
6102,33626.28682208061,4,-36
6102,33628.481372117996,7,-36
6102,33629.4495010376,20,-36
6103,33631.216609954834,4,-37
6103,33632.614797115326,7,-37
6103,33634.407452106476,20,-36
6104,33637.36681008339,4,-36
6104,33638.346755981445,7,-37
6104,33639.339796066284,20,-36
6105,33641.56365799904,4,-36
6105,33642.55880403519,7,-36
6105,33644.34675312042,20,-37
6106,33645.36868309975,4,-37
6106,33647.56853914261,7,-36
6106,33650.55075597763,20,-36
6107,33651.54676103592,4,-36
6107,33653.32289099693,7,-36
6107,33654.32682108879,20,-36
6108,33655.31148314476,4,-36
6108,33658.29954814911,7,-36
6108,33660.48360800743,20,-36
6109,33661.45481300354,4,-43
6109,33662.44746398926,7,-43
6109,33665.43854999542,20,-44
6110,33666.44810009003,4,-1
6110,33667.4508330822,7,-43
6110,33670.44868397713,20,-43
6111,33671.45277905464,4,-35
6111,33673.23881006241,7,-35
6111,33676.23494005203,20,-35
6112,33677.24995493889,4,-35
6112,33679.45282793045,7,-35
6112,33682.46207308769,20,-35
6113,33683.46677803993,4,-35
6113,33687.25079512596,7,-35
6113,33689.46281814575,20,-36
6114,33690.44214010239,4,-36
6114,33692.2315890789,7,-37
6114,33693.226993083954,20,-36
6115,33696.25496196747,4,-36
6115,33698.448275089264,7,-37
6115,33699.45081806183,20,-36
6116,33700.4428229332,4,-36
6116,33702.218769073486,7,-36
6116,33703.6068239212,20,-36
6117,33706.21561002731,4,-36
6117,33708.39876794815,7,-36
6117,33711.391505002975,20,-36
6118,33712.37085413933,4,-36
6118,33714.554960012436,7,-36
6118,33716.35876107216,20,-37
6119,33718.19485998154,4,-35
6119,33721.558872938156,7,-35
6119,33722.14277291298,20,-35
6120,33724.34277892113,4,-35
6120,33725.33884692192,7,-35
6120,33727.53102397919,20,-35
6121,33728.502713918686,4,-35
6121,33734.29265999794,7,-35
6121,33735.302782058716,20,-35
6122,33738.30284309387,4,-35
6122,33741.290874004364,7,-35
6122,33743.48291301727,20,-35
6123,33744.46293401718,4,-35
6123,33747.454905986786,7,-35
6123,33748.4427819252,20,-35
6124,33751.452477931976,4,-35
6124,33753.24784898758,7,-35
6124,33754.19076704979,20,-35
6125,33756.394710063934,4,-35
6125,33757.406780958176,7,-35
6125,33759.242919921875,20,-35
6126,33760.23068499565,4,-35
6126,33764.43485403061,7,-35
6126,33766.21904492378,20,-35
6127,33769.21878504753,4,-35
6127,33770.21386098862,7,-35
6127,33772.389868974686,20,-35
6128,33775.38569998741,4,-35
6128,33776.340723991394,7,-35
6128,33777.322757959366,20,-35
6129,33779.502866983414,4,-35
6129,33780.486765146255,7,-35
6129,33783.51881098747,20,-35
6130,33786.55475997925,4,-35
6130,33788.33876109123,7,-35
6130,33791.333574056625,20,-35
6131,33792.31965112686,4,-1
6131,33793.31089806557,7,-1
6131,33794.302819013596,20,-43
6132,33795.29854106903,4,-43
6132,33796.3006939888,7,-44
6132,33798.478765010834,20,-35
6133,33801.50290894508,4,-35
6133,33802.47477602959,7,-35
6133,33804.272949934006,20,-35
6134,33805.274841070175,4,-35
6134,33807.46681499481,7,-35
6134,33808.43727397919,20,-35
6135,33809.44808411598,4,-35
6135,33815.23476409912,7,-35
6135,33817.426782131195,20,-35
6136,33820.45663809776,4,-35
6136,33822.2348549366,7,-35
6136,33825.23479104042,20,-35
6137,33827.431201934814,4,-35
6137,33830.42865610123,7,-35
6137,33831.41481804848,20,-35
6138,33833.22276496887,4,-35
6138,33834.2214820385,7,-35
6138,33836.41076993942,20,-35
6139,33837.40925002098,4,-35
6139,33838.38843393326,7,-35
6139,33840.19239902496,20,-35
6140,33841.19583797455,4,-35
6140,33843.40281414986,7,-36
6140,33844.35410499573,20,-36
6141,33847.36395192146,4,-37
6141,33850.34897494316,7,-37
6141,33852.56681513786,20,-37
6142,33854.36683702469,4,-37
6142,33860.56684398651,7,-36
6142,33862.35776805878,20,-37
6143,33863.371268987656,4,-36
6143,33865.54919695854,7,-37
6143,33866.522758960724,20,-36
6144,33868.33901309967,4,-38
6144,33869.29554414749,7,-36
6144,33870.29479312897,20,-36
6145,33872.48368000984,4,-37
6145,33873.470818042755,7,-37
6145,33875.260404109955,20,-37
6146,33876.25486207008,4,-37
6146,33878.46680998802,7,-36
6146,33879.410820961,20,-37
6147,33881.2188680172,4,-37
6147,33882.170844078064,7,-37
6147,33883.55876302719,20,-36
6148,33885.36682295799,4,-36
6148,33886.338773965836,7,-36
6148,33888.554904937744,20,-36
6149,33889.1469039917,4,-37
6149,33891.338686943054,7,-37
6149,33892.33732509613,20,-37
6150,33894.57446312904,4,-36
6150,33897.23075914383,7,-36
6150,33898.222823143005,20,-36
6151,33899.22680807114,4,-36
6151,33901.39476895332,7,-37
6151,33902.429214954376,20,-36
6152,33904.298782110214,4,-36
6152,33905.28216409683,7,-37
6152,33907.474782943726,20,-36
6153,33908.47524309158,4,-36
6153,33910.27876996994,7,-37
6153,33911.27043008804,20,-37
6154,33913.46680212021,4,-37
6154,33914.446769952774,7,-37
6154,33915.45080304146,20,-36
6155,33918.478820085526,4,-1
6155,33919.448305130005,7,-43
6155,33922.46286702156,20,-43
6156,33924.258985996246,4,-37
6156,33926.43081998825,7,-37
6156,33927.414788007736,20,-36
6157,33928.40323495865,4,-37
6157,33930.23485994339,7,-37
6157,33931.62668514252,20,-38
6158,33933.42683196068,4,-37
6158,33934.414824962616,7,-36
6158,33936.30726099014,20,-37
6159,33937.334797143936,4,-36
6159,33939.53189301491,7,-37
6159,33940.518916130066,20,-37
6160,33942.33086705208,4,-37
6160,33943.318823099136,7,-37
6160,33944.265213012695,20,-36
6161,33946.47486805916,4,-37
6161,33947.45479106903,7,-37
6161,33949.24949097633,20,-37
6162,33950.24014592171,4,-37
6162,33952.42624092102,7,-36
6162,33955.43881702423,20,-37
6163,33956.44283103943,4,-36
6163,33958.23878002167,7,-37
6163,33959.22682213783,20,-37
6164,33960.24675703049,4,-37
6164,33962.44691801071,7,-38
6164,33963.44280409813,20,-35
6165,33965.26233291626,4,-35
6165,33966.2469329834,7,-35
6165,33968.43879413605,20,-35
6166,33971.43882107735,4,-35
6166,33972.43054294586,7,-35
6166,33974.23687791824,20,-35
6167,33976.4388859272,4,-35
6167,33978.22683310509,7,-35
6167,33979.21196603775,20,-35
6168,33981.38526201248,4,-35
6168,33986.368175029755,7,-43
6168,33987.358765125275,20,-44
6169,33991.54679608345,4,-35
6169,33992.54823803902,7,-35
6169,33994.34937095642,20,-35
6170,33995.33811903,4,-35
6170,33997.53481698036,7,-35
6170,33998.49747109413,20,-35
6171,34001.46677494049,4,-35
6171,34003.25882911682,7,-35
6171,34004.261681079865,20,-35
6172,34005.238809108734,4,-35
6172,34007.44280600548,7,-35
6172,34008.442763090134,20,-35
6173,34010.26154899597,4,-35
6173,34011.238933086395,7,-35
6173,34013.389572143555,20,-35
6174,34014.40269398689,4,-35
6174,34016.21495914459,7,-35
6174,34017.20963096619,20,-35
6175,34019.428122997284,4,-35
6175,34020.44158101082,7,-35
6175,34021.440647125244,20,-35
6176,34023.22301912308,4,-35
6176,34024.21496295929,7,-35
6176,34026.4111430645,20,-35
6177,34027.40302801132,4,-35
6177,34029.590770959854,7,-35
6177,34030.57878804207,20,-35
6178,34033.18680000305,4,-35
6178,34034.16272306442,7,-35
6178,34036.370774030685,20,-35
6179,34037.39480304718,4,-35
6179,34039.574831962585,7,-35
6179,34040.57608413696,20,-35
6180,34042.36683511734,4,-35
6180,34043.35259103775,7,-35
6180,34045.53878593445,20,-35
6181,34046.54829597473,4,-35
6181,34048.336591959,7,-35
6181,34049.34422206879,20,-41
6182,34050.36278295517,4,-41
6182,34053.35486102104,7,-35
6182,34055.17885494232,20,-35
6183,34056.53472709656,4,-35
6183,34058.31880712509,7,-35
6183,34059.321325063705,20,-35
6184,34061.53265500069,4,-35
6184,34062.53146004677,7,-35
6184,34064.314845085144,20,-35
6185,34065.31475496292,4,-35
6185,34066.30118107796,7,-35
6185,34068.46285510063,20,-35
6186,34069.47704291344,4,-35
6186,34071.26675891876,7,-35
6186,34074.26685714722,20,-35
6187,34075.24680709839,4,-35
6187,34077.430800914764,7,-35
6187,34078.41077494621,20,-35
6188,34080.194939136505,4,-35
6188,34081.20286512375,7,-35
6188,34082.17483305931,20,-35
6189,34084.40284395218,4,-35
6189,34085.3948431015,7,-35
6189,34088.370857954025,20,-35
6190,34090.54676413536,4,-35
6190,34091.54279208183,7,-35
6190,34093.32967996597,20,-35
6191,34094.32233810425,4,-35
6191,34096.51876997948,7,-35
6191,34100.31486392021,20,-35
6192,34103.31936907768,4,-35
6192,34104.32676291466,7,-35
6192,34106.526863098145,20,-35
6193,34109.51481413841,4,-37
6193,34111.314593076706,7,-37
6193,34112.310348033905,20,-40
6194,34117.31076693535,4,-36
6194,34119.526773929596,7,-37
6194,34120.534855127335,20,-36
6195,34122.34525704384,4,-37
6195,34123.342365026474,7,-37
6195,34125.54676914215,20,-36
6196,34127.37883400917,4,-36
6196,34129.56678509712,7,-37
6196,34132.166795015335,20,-36
6197,34133.55623292923,4,-36
6197,34135.37097907066,7,-36
6197,34136.34685611725,20,-36
6198,34138.53480911255,4,-37
6198,34139.546957969666,7,-35
6198,34142.53652501106,20,-35
6199,34143.527478933334,4,-35
6199,34145.29879498482,7,-35
6199,34146.28277897835,20,-35
6200,34148.47883892059,4,-35
6200,34149.473142147064,7,-35
6200,34152.456692934036,20,-35
6201,34155.48222112656,4,-35
6201,34157.28661894798,7,-35
6201,34159.474951028824,20,-35
6202,34161.294506073,4,-35
6202,34162.28676509857,7,-35
6202,34164.44799995422,20,-35
6203,34165.454947948456,4,-35
6203,34167.270856142044,7,-35
6203,34168.266770124435,20,-35
6204,34170.46352791786,4,-35
6204,34173.42278313637,7,-35
6204,34174.410768032074,20,-37
6205,34175.422766923904,4,-1
6205,34176.396939992905,7,-40
6205,34177.38701796532,20,-1
6206,34179.20191812515,4,-39
6206,34180.20281004906,7,-38
6206,34181.59274101257,20,-37
6207,34183.38681793213,4,-36
6207,34184.36275100708,7,-36
6207,34186.55084991455,20,-37
6208,34188.356833934784,4,-37
6208,34190.587247133255,7,-36
6208,34191.58667612076,20,-37
6209,34193.37997698784,4,-38
6209,34194.37616109848,7,-37
6209,34196.55878710747,20,-37
6210,34197.55078291893,4,-37
6210,34199.33876013756,7,-37
6210,34202.326786994934,20,-37
6211,34203.2988550663,4,-37
6211,34204.28239393234,7,-37
6211,34206.47870397568,20,-36
6212,34207.482789993286,4,-37
6212,34209.262830019,7,-37
6212,34212.2846801281,20,-36
6213,34213.294666051865,4,-37
6213,34215.494801044464,7,-37
6213,34216.48891496658,20,-38
6214,34219.486809015274,4,-37
6214,34220.480983018875,7,-37
6214,34222.27479791641,20,-38
6215,34223.26872897148,4,-37
6215,34225.477595090866,7,-37
6215,34228.47825908661,20,-37
6216,34229.49482703209,4,-36
6216,34231.278952121735,7,-37
6216,34232.26276111603,20,-37
6217,34234.47467494011,4,-36
6217,34235.46154212952,7,-37
6217,34236.44537997246,20,-37
6218,34238.250936985016,4,-37
6218,34244.45228600502,7,-37
6218,34247.39154314995,20,-38
6219,34249.607010126114,4,-37
6219,34251.41163396835,7,-37
6219,34252.41482806206,20,-36
6220,34254.21956205368,4,-35
6220,34255.59877514839,7,-35
6220,34257.39903998375,20,-35
6221,34258.422811985016,4,-35
6221,34260.23503303528,7,-35
6221,34261.62406206131,20,-35
6222,34263.430768013,4,-35
6222,34264.43082499504,7,-35
6222,34265.438832998276,20,-35
6223,34267.22277092934,4,-35
6223,34268.20039391518,7,-35
6223,34270.388322114944,20,-35
6224,34271.38182210922,4,-35
6224,34273.183591127396,7,-35
6224,34274.566859960556,20,-35
6225,34276.36741900444,4,-35
6225,34277.35477900505,7,-35
6225,34280.35479211807,20,-35
6226,34281.34973502159,4,-35
6226,34284.36686205864,7,-35
6226,34286.572962999344,20,-35
6227,34287.56676912308,4,-35
6227,34290.57085299492,7,-35
6227,34292.37479710579,20,-35
6228,34295.37042212486,4,-35
6228,34296.36281299591,7,-35
6228,34297.36358308792,20,-35
6229,34299.5708220005,4,-35
6229,34306.17991709709,7,-35
6229,34308.37491607666,20,-35
6230,34309.36514592171,4,-35
6230,34310.36071014404,7,-35
6230,34312.56539392471,20,-35
6231,34313.56278705597,4,-35
6231,34315.3556470871,7,-35
6231,34316.34441494942,20,-35
6232,34318.55478692055,4,-35
6232,34319.52870297432,7,-35
6232,34321.338835954666,20,-35
6233,34322.334418058395,4,-35
6233,34324.521772146225,7,-35
6233,34328.33077096939,20,-35
6234,34329.34681606293,4,-35
6234,34331.53897809982,7,-35
6234,34332.51874899864,20,-35
6235,34334.29208803177,4,-35
6235,34335.27237391472,7,-35
6235,34338.26933312416,20,-35
6236,34340.462809085846,4,-35
6236,34341.458923101425,7,-35
6236,34342.44602203369,20,-35
6237,34345.45878100395,4,-35
6237,34347.242851018906,7,-35
6237,34348.24680805206,20,-35
6238,34351.26276612282,4,-35
6238,34353.450817108154,7,-35
6238,34354.43076109886,20,-35
6239,34356.25953412056,4,-35
6239,34358.45890498161,7,-35
6239,34361.412200927734,20,-35
6240,34363.25161409378,4,-35
6240,34364.253334999084,7,-40
6240,34369.26286101341,20,-35
6241,34371.459012031555,4,-35
6241,34373.25597214699,7,-35
6241,34376.27479791641,20,-35
6242,34377.26993203163,4,-35
6242,34379.45078206062,7,-35
6242,34380.44661593437,20,-35
6243,34382.254867076874,4,-35
6243,34383.2648100853,7,-35
6243,34386.27882313728,20,-35
6244,34387.29592895508,4,-35
6244,34389.50675702095,7,-35
6244,34390.494826078415,20,-35
6245,34392.298958063126,4,-35
6245,34393.306769132614,7,-35
6245,34395.50698304176,20,-35
6246,34399.30679702759,4,-35
6246,34401.498827934265,7,-35
6246,34402.493566036224,20,-35
6247,34403.47878098488,4,-35
6247,34405.2787630558,7,-35
6247,34406.27383208275,20,-35
6248,34408.49219703674,4,-35
6248,34409.49090194702,7,-35
6248,34411.28278303146,20,-35
6249,34412.2387650013,4,-35
6249,34414.43881392479,7,-35
6249,34415.419619083405,20,-35
6250,34418.42678308487,4,-35
6250,34419.42683506012,7,-35
6250,34421.606853961945,20,-35
6251,34424.20848608017,4,-35
6251,34427.198807001114,7,-35
6251,34434.222808122635,20,-35
6252,34435.21877408028,4,-35
6252,34437.43877911568,7,-35
6252,34438.43880701065,20,-35
6253,34440.250896930695,4,-35
6253,34441.246519088745,7,-35
6253,34443.429518938065,20,-35
6254,34444.41901612282,4,-35
6254,34446.243592977524,7,-35
6254,34447.253348112106,20,-35
6255,34450.274847984314,4,-35
6255,34451.268291950226,7,-35
6255,34453.4620320797,20,-35
6256,34454.440423965454,4,-35
6256,34457.43580198288,7,-35
6256,34459.58677792549,20,-35
6257,34462.60926198959,4,-35
6257,34464.39084506035,7,-37
6257,34466.58676505089,20,-37
6258,34467.58530211449,4,-37
6258,34470.18676495552,7,-37
6258,34472.36859512329,20,-37
6259,34473.37478399277,4,-37
6259,34476.330089092255,7,-37
6259,34477.33708405495,20,-36
6260,34479.55888605118,4,-37
6260,34480.566682100296,7,-37
6260,34482.35887002945,20,-37
6261,34483.358797073364,4,-37
6261,34485.54686307907,7,-37
6261,34486.54275608063,20,-37
6262,34489.55820393562,4,-36
6262,34490.16066503525,7,-39
6262,34495.546927928925,20,-36
6263,34496.53882813454,4,-36
6263,34498.322592020035,7,-37
6263,34499.33080792427,20,-37
6264,34501.51587104797,4,-37
6264,34502.521261930466,7,-37
6264,34504.30693101883,20,-37
6265,34505.326936006546,4,-37
6265,34507.52285313606,7,-37
6265,34509.29876804352,20,-37
6266,34511.50283193588,4,-37
6266,34512.48681807518,7,-37
6266,34514.274430036545,20,-36
6267,34515.27884697914,4,-37
6267,34517.46680307388,7,-36
6267,34518.46679806709,20,-37
6268,34520.25883102417,4,-37
6268,34521.23624110222,7,-36
6268,34522.614745140076,20,-37
6269,34524.418810129166,4,-37
6269,34525.414804935455,7,-37
6269,34528.40425801277,20,-37
6270,34530.61077594757,4,-37
6270,34533.22611403465,7,-37
6270,34536.23672914505,20,-36
6271,34537.25484609604,4,-37
6271,34540.24645805359,7,-37
6271,34541.22293996811,20,-36
6272,34543.422770023346,4,-37
6272,34544.410815000534,7,-37
6272,34546.595000982285,20,-37
6273,34548.40682697296,4,-37
6273,34550.59462809563,7,-37
6273,34552.410776138306,20,-36
6274,34559.410803079605,4,-37
6274,34560.39480614662,7,-37
6274,34562.592170000076,20,-37
6275,34564.38279795647,4,-35
6275,34566.581339120865,7,-35
6275,34568.46737909317,20,-35
6276,34570.28072309494,4,-35
6276,34572.48296904564,7,-35
6276,34573.48281502724,20,-35
6277,34575.27732992172,4,-35
6277,34576.25478506088,7,-35
6277,34578.4347679615,20,-35
6278,34579.44523000717,4,-35
6278,34581.22333407402,7,-35
6278,34582.21081614494,20,-35
6279,34583.226764917374,4,-35
6279,34585.38364505768,7,-35
6279,34586.366485118866,20,-35
6280,34588.56838607788,4,-35
6280,34590.37899303436,7,-35
6280,34592.56474995613,20,-35
6281,34594.370775938034,4,-35
6281,34595.36347699165,7,-35
6281,34597.554049015045,20,-35
6282,34599.34745001793,4,-35
6282,34601.15492796898,7,-35
6282,34602.5347571373,20,-35
6283,34605.55658698082,4,-35
6283,34607.34995293617,7,-35
6283,34608.34875011444,20,-35
6284,34610.15882706642,4,-35
6284,34611.542851924896,7,-35
6284,34614.534855127335,20,-35
6285,34615.55483794212,4,-35
6285,34616.530844926834,7,-40
6285,34617.15075993538,20,-40
6286,34623.358849048615,4,-35
6286,34624.352540016174,7,-35
6286,34626.5030670166,20,-35
6287,34627.507668972015,4,-35
6287,34628.52248811722,7,-35
6287,34630.31543493271,20,-35
6288,34631.312938928604,4,-35
6288,34633.510810136795,7,-35
6288,34634.498812913895,20,-35
6289,34636.310827970505,4,-35
6289,34637.3108420372,7,-35
6289,34639.50695896149,20,-35
6290,34640.51882505417,4,-35
6290,34642.302815914154,7,-35
6290,34643.29487800598,20,-35
6291,34644.29486203194,4,-35
6291,34646.482764959335,7,-35
6291,34647.466758966446,20,-35
6292,34649.268981933594,4,-35
6292,34650.270594120026,7,-35
6292,34652.4147400856,20,-35
6293,34653.41385412216,4,-38
6293,34655.20699906349,7,-37
6293,34656.58153104782,20,-36
6294,34658.38734292984,4,-36
6294,34659.37555193901,7,-36
6294,34660.39482212067,20,-37
6295,34662.224251031876,4,-36
6295,34663.2067630291,7,-37
6295,34665.36285209656,20,-37
6296,34666.34678196907,4,-36
6296,34671.34276294708,7,-36
6296,34672.334841012955,20,-36
6297,34674.542837142944,4,-36
6297,34676.33196592331,7,-37
6297,34678.53036904335,20,-37
6298,34679.54680109024,4,-37
6298,34685.35885095596,7,-37
6298,34687.5547349453,20,-37
6299,34689.36678314209,4,-37
6299,34691.533916950226,7,-37
6299,34692.52556300163,20,-37
6300,34694.33910512924,4,-36
6300,34695.358824014664,7,-36
6300,34697.554804086685,20,-37
6301,34700.55156111717,4,-37
6301,34701.528733968735,7,-37
6301,34703.33884692192,20,-37
6302,34704.33882808685,4,-37
6302,34705.32677602768,7,-37
6302,34708.30826497078,20,-37
6303,34710.530149936676,4,-37
6303,34711.53483295441,7,-37
6303,34713.310779094696,20,-37
6304,34714.342186927795,4,-37
6304,34716.51884698868,7,-36
6304,34717.506766080856,20,-37
6305,34719.30678009987,4,-36
6305,34721.502855062485,7,-36
6305,34723.32095813751,20,-37
6306,34724.31000304222,4,-37
6306,34726.52536892891,7,-37
6306,34727.52684497833,20,-37
6307,34729.31307506561,4,-37
6307,34730.28277492523,7,-37
6307,34732.504214048386,20,-37
6308,34733.52683901787,4,-37
6308,34735.318764925,7,-36
6308,34736.30285000801,20,-35
6309,34739.28682613373,4,-35
6309,34740.29080700874,7,-35
6309,34742.506804943085,20,-35
6310,34743.485723018646,4,-39
6310,34748.49523091316,7,-37
6310,34749.494843006134,20,-37
6311,34752.520918130875,4,-36
6311,34753.52637696266,7,-37
6311,34755.30680799484,20,-36
6312,34756.302793979645,4,-38
6312,34758.482769966125,7,-37
6312,34762.27879214287,20,-37
6313,34765.31322002411,4,-36
6313,34766.29075598717,7,-36
6313,34768.49077296257,20,-37
6314,34769.49078297615,4,-37
6314,34771.28680610657,7,-36
6314,34772.29212808609,20,-36
6315,34774.50276994705,4,-37
6315,34777.49481701851,7,-37
6315,34780.47078704834,20,-37
6316,34781.45876908302,4,-37
6316,34782.4875869751,7,-37
6316,34784.28685712814,20,-37
6317,34785.282786130905,4,-36
6317,34787.48280310631,7,-37
6317,34788.468708992004,20,-37
6318,34790.276039123535,4,-37
6318,34791.26255607605,7,-37
6318,34793.46778702736,20,-37
6319,34795.27079701424,4,-37
6319,34797.46677899361,7,-37
6319,34798.45939898491,20,-36
6320,34800.26091194153,4,-37
6320,34801.26677894592,7,-36
6320,34803.46526813507,20,-37
6321,34804.476355075836,4,-38
6321,34805.48255300522,7,-39
6321,34806.446681022644,20,-39
6322,34810.23879694939,4,-35
6322,34811.22681808472,7,-35
6322,34813.40909600258,20,-35
6323,34814.41750597954,4,-35
6323,34816.21101593971,7,-35
6323,34817.61492013931,20,-35
6324,34819.410001039505,4,-35
6324,34820.392728090286,7,-35
6324,34822.18974208832,20,-35
6325,34823.57481813431,4,-35
6325,34825.363234996796,7,-35
6325,34826.35502099991,20,-35
6326,34827.334839105606,4,-35
6326,34829.522762060165,7,-35
6326,34830.51882505417,20,-35
6327,34832.32287192345,4,-35
6327,34833.33476996422,7,-35
6327,34835.52303004265,20,-35
6328,34836.53482794762,4,-35
6328,34838.3278529644,7,-35
6328,34839.30962896347,20,-35
6329,34841.52560400963,4,-35
6329,34843.312855005264,7,-35
6329,34845.462772130966,20,-35
6330,34846.45481610298,4,-35
6330,34849.45094704628,7,-35
6330,34851.246791124344,20,-35
6331,34854.268219947815,4,-35
6331,34856.47082614899,7,-35
6331,34858.25479412079,20,-35
6332,34859.274227142334,4,-35
6332,34862.26674413681,7,-35
6332,34864.467072963715,20,-35
6333,34865.45310306549,4,-34
6333,34868.462132930756,7,-40
6333,34869.4627559185,20,-40
6334,34872.49877214432,4,-35
6334,34874.31849908829,7,-35
6334,34875.302814006805,20,-35
6335,34877.498847961426,4,-35
6335,34878.49070096016,7,-35
6335,34880.24281692505,20,-35
6336,34881.226779937744,4,-35
6336,34884.61494112015,7,-35
6336,34886.407781124115,20,-35
6337,34887.42711496353,4,-35
6337,34888.426794052124,7,-35
6337,34890.23078799248,20,-35
6338,34891.219813108444,4,-35
6338,34893.414951086044,7,-35
6338,34894.3961520195,20,-35
6339,34896.23927807808,4,-35
6339,34897.2467610836,7,-35
6339,34900.25082397461,20,-35
6340,34902.47534298897,4,-35
6340,34903.485754966736,7,-35
6340,34906.50210213661,20,-35
6341,34907.495075941086,4,-35
6341,34909.2947640419,7,-35
6341,34910.27876996994,20,-35
